bug_id,title,description,severity,priority,component,assigned_to,reporter,created_date,closed_date,status,resolution_time,reopen_count,reported_by
BUG-0174,Dashboard incorrect detected,Dashboard module shows incorrect during normal usage causing functional impact.,High,P2,Dashboard,dev_alice,qa_shivani,22-06-24,27-06-24,Closed,5.0,1,
BUG-0175,Reporting misaligned detected,Reporting module shows misaligned during normal usage causing functional impact.,Medium,P2,Reporting,dev_bob,qa_mike,23-06-24,,Open,,0,
BUG-0176,Notification typo detected,Notification module shows typo during normal usage causing functional impact.,Low,P4,Notification,dev_charlie,qa_mike,24-06-24,04-07-24,Closed,10.0,0,
BUG-0177,Authentication data loss detected,Authentication module shows data loss during normal usage causing functional impact.,Critical,P0,Authentication,dev_alice,qa_sarah,25-06-24,28-06-24,Closed,3.0,1,
BUG-0178,Database broken detected,Database module shows broken during normal usage causing functional impact.,High,P2,Database,dev_bob,qa_john,26-06-24,,Open,,0,
BUG-0179,Payment glitch detected,Payment module shows glitch during normal usage causing functional impact.,Medium,P2,Payment,dev_charlie,qa_sarah,27-06-24,03-07-24,Closed,6.0,0,
BUG-0180,API suggestion detected,API module shows suggestion during normal usage causing functional impact.,Low,P4,API,dev_diana,qa_john,28-06-24,12-07-24,Closed,14.0,0,
BUG-0181,UI crash detected,UI module shows crash during normal usage causing functional impact.,Critical,P1,UI,dev_evan,qa_shivani,29-06-24,,Open,,0,
BUG-0182,Dashboard failed detected,Dashboard module shows failed during normal usage causing functional impact.,High,P2,Dashboard,dev_alice,qa_shivani,30-06-24,04-07-24,Closed,4.0,0,
BUG-0183,Reporting problem detected,Reporting module shows problem during normal usage causing functional impact.,Medium,P2,Reporting,dev_bob,qa_sarah,01-07-24,04-07-24,Closed,3.0,1,
BUG-0184,Notification minor detected,Notification module shows minor during normal usage causing functional impact.,Low,P4,Notification,dev_charlie,qa_mike,02-07-24,,Open,,0,
BUG-0185,Authentication vulnerability detected,Authentication module shows vulnerability during normal usage causing functional impact.,Critical,P0,Authentication,dev_alice,qa_sarah,03-07-24,06-07-24,Closed,3.0,0,
BUG-0186,Database error detected,Database module shows error during normal usage causing functional impact.,High,P2,Database,dev_bob,qa_sarah,04-07-24,10-07-24,Closed,6.0,0,
BUG-0187,Payment issue detected,Payment module shows issue during normal usage causing functional impact.,Medium,P2,Payment,dev_charlie,qa_sarah,05-07-24,,Open,,0,
BUG-0188,API cosmetic detected,API module shows cosmetic during normal usage causing functional impact.,Low,P4,API,dev_diana,qa_john,06-07-24,11-07-24,Closed,5.0,0,
BUG-0189,UI service down detected,UI module shows service down during normal usage causing functional impact.,Critical,P1,UI,dev_evan,qa_shivani,07-07-24,11-07-24,Closed,4.0,0,
BUG-0190,Dashboard not working detected,Dashboard module shows not working during normal usage causing functional impact.,High,P2,Dashboard,dev_alice,qa_shivani,08-07-24,,Open,,0,
BUG-0191,Reporting slow detected,Reporting module shows slow during normal usage causing functional impact.,Medium,P2,Reporting,dev_bob,qa_mike,09-07-24,16-07-24,Closed,7.0,0,
BUG-0192,Notification spelling detected,Notification module shows spelling during normal usage causing functional impact.,Low,P4,Notification,dev_charlie,qa_mike,10-07-24,18-07-24,Closed,8.0,0,
BUG-0193,Authentication security breach detected,Authentication module shows security breach during normal usage causing functional impact.,Critical,P0,Authentication,dev_alice,qa_sarah,11-07-24,,Open,,0,
BUG-0194,Database incorrect detected,Database module shows incorrect during normal usage causing functional impact.,High,P2,Database,dev_bob,qa_john,12-07-24,16-07-24,Closed,4.0,0,
BUG-0195,Payment misaligned detected,Payment module shows misaligned during normal usage causing functional impact.,Medium,P2,Payment,dev_charlie,qa_shivani,13-07-24,19-07-24,Closed,6.0,0,
BUG-0196,API typo detected,API module shows typo during normal usage causing functional impact.,Low,P4,API,dev_diana,qa_mike,14-07-24,,Open,,0,
BUG-0197,UI data loss detected,UI module shows data loss during normal usage causing functional impact.,Critical,P1,UI,dev_evan,qa_shivani,15-07-24,19-07-24,Closed,4.0,0,
BUG-0198,Dashboard broken detected,Dashboard module shows broken during normal usage causing functional impact.,High,P2,Dashboard,dev_alice,qa_shivani,16-07-24,19-07-24,Closed,3.0,0,
BUG-0199,Reporting glitch detected,Reporting module shows glitch during normal usage causing functional impact.,Medium,P2,Reporting,dev_bob,qa_mike,17-07-24,,Open,,0,
BUG-0200,Notification suggestion detected,Notification module shows suggestion during normal usage causing functional impact.,Low,P4,Notification,dev_charlie,qa_mike,18-07-24,24-07-24,Closed,6.0,0,
BUG-0201,Authentication crash detected,Authentication module shows crash during normal usage causing functional impact.,Critical,P0,Authentication,dev_alice,qa_sarah,19-07-24,21-07-24,Closed,2.0,1,
BUG-0202,Database failed detected,Database module shows failed during normal usage causing functional impact.,High,P2,Database,dev_bob,qa_john,20-07-24,,Open,,0,
BUG-0203,Payment problem detected,Payment module shows problem during normal usage causing functional impact.,Medium,P2,Payment,dev_charlie,qa_sarah,21-07-24,29-07-24,Closed,8.0,0,
BUG-0204,API minor detected,API module shows minor during normal usage causing functional impact.,Low,P4,API,dev_diana,qa_john,22-07-24,03-08-24,Closed,12.0,0,
BUG-0205,UI vulnerability detected,UI module shows vulnerability during normal usage causing functional impact.,Critical,P1,UI,dev_evan,qa_shivani,23-07-24,,Open,,0,
BUG-0206,Dashboard error detected,Dashboard module shows error during normal usage causing functional impact.,High,P2,Dashboard,dev_alice,qa_shivani,24-07-24,28-07-24,Closed,4.0,0,
BUG-0207,Reporting issue detected,Reporting module shows issue during normal usage causing functional impact.,Medium,P2,Reporting,dev_bob,qa_mike,25-07-24,01-08-24,Closed,7.0,0,
BUG-0208,Notification cosmetic detected,Notification module shows cosmetic during normal usage causing functional impact.,Low,P4,Notification,dev_charlie,qa_john,26-07-24,,Open,,0,
BUG-0209,Authentication service down detected,Authentication module shows service down during normal usage causing functional impact.,Critical,P0,Authentication,dev_alice,qa_sarah,27-07-24,29-07-24,Closed,2.0,0,
BUG-0210,Database not working detected,Database module shows not working during normal usage causing functional impact.,High,P2,Database,dev_bob,qa_john,28-07-24,04-08-24,Closed,7.0,0,
BUG-0211,Payment slow detected,Payment module shows slow during normal usage causing functional impact.,Medium,P2,Payment,dev_charlie,qa_sarah,29-07-24,,Open,,0,
BUG-0212,API spelling detected,API module shows spelling during normal usage causing functional impact.,Low,P4,API,dev_diana,qa_shivani,30-07-24,05-08-24,Closed,6.0,0,
BUG-0213,UI security breach detected,UI module shows security breach during normal usage causing functional impact.,Critical,P1,UI,dev_evan,qa_mike,31-07-24,05-08-24,Closed,5.0,0,
BUG-0214,Dashboard incorrect detected,Dashboard module shows incorrect during normal usage causing functional impact.,High,P2,Dashboard,dev_alice,qa_shivani,01-08-24,,Open,,0,
BUG-0215,Reporting misaligned detected,Reporting module shows misaligned during normal usage causing functional impact.,Medium,P2,Reporting,dev_bob,qa_mike,02-08-24,05-08-24,Closed,3.0,0,
BUG-0216,Notification typo detected,Notification module shows typo during normal usage causing functional impact.,Low,P4,Notification,dev_charlie,qa_mike,03-08-24,17-08-24,Closed,14.0,0,
BUG-0217,Authentication data loss detected,Authentication module shows data loss during normal usage causing functional impact.,Critical,P0,Authentication,dev_alice,qa_sarah,04-08-24,,Open,,0,
BUG-0218,Database broken detected,Database module shows broken during normal usage causing functional impact.,High,P2,Database,dev_bob,qa_sarah,05-08-24,12-08-24,Closed,7.0,0,
BUG-0219,Payment glitch detected,Payment module shows glitch during normal usage causing functional impact.,Medium,P2,Payment,dev_charlie,qa_sarah,06-08-24,10-08-24,Closed,4.0,0,
BUG-0220,API suggestion detected,API module shows suggestion during normal usage causing functional impact.,Low,P4,API,dev_diana,qa_shivani,07-08-24,,Open,,0,
BUG-0221,UI crash detected,UI module shows crash during normal usage causing functional impact.,Critical,P1,UI,dev_evan,qa_shivani,08-08-24,13-08-24,Closed,5.0,0,
BUG-0222,Dashboard failed detected,Dashboard module shows failed during normal usage causing functional impact.,High,P2,Dashboard,dev_alice,qa_john,09-08-24,14-08-24,Closed,5.0,0,
BUG-0223,Reporting problem detected,Reporting module shows problem during normal usage causing functional impact.,Medium,P2,Reporting,dev_bob,qa_john,10-08-24,,Open,,0,
BUG-0224,Notification minor detected,Notification module shows minor during normal usage causing functional impact.,Low,P4,Notification,dev_charlie,qa_mike,11-08-24,20-08-24,Closed,9.0,0,
BUG-0225,Authentication vulnerability detected,Authentication module shows vulnerability during normal usage causing functional impact.,Critical,P0,Authentication,dev_alice,qa_sarah,12-08-24,14-08-24,Closed,2.0,0,
BUG-0226,Database error detected,Database module shows error during normal usage causing functional impact.,High,P2,Database,dev_bob,qa_john,13-08-24,,Open,,0,
BUG-0227,Payment issue detected,Payment module shows issue during normal usage causing functional impact.,Medium,P2,Payment,dev_charlie,qa_sarah,14-08-24,19-08-24,Closed,5.0,0,
BUG-0228,API cosmetic detected,API module shows cosmetic during normal usage causing functional impact.,Low,P4,API,dev_diana,qa_john,15-08-24,23-08-24,Closed,8.0,0,
BUG-0229,UI service down detected,UI module shows service down during normal usage causing functional impact.,Critical,P1,UI,dev_evan,qa_shivani,16-08-24,,Open,,0,
BUG-0230,Dashboard not working detected,Dashboard module shows not working during normal usage causing functional impact.,High,P2,Dashboard,dev_alice,qa_shivani,17-08-24,23-08-24,Closed,6.0,0,
BUG-0231,Reporting slow detected,Reporting module shows slow during normal usage causing functional impact.,Medium,P2,Reporting,dev_bob,qa_mike,18-08-24,25-08-24,Closed,7.0,0,
BUG-0232,Notification spelling detected,Notification module shows spelling during normal usage causing functional impact.,Low,P4,Notification,dev_charlie,qa_mike,19-08-24,,Open,,0,
BUG-0233,Authentication security breach detected,Authentication module shows security breach during normal usage causing functional impact.,Critical,P0,Authentication,dev_alice,qa_sarah,20-08-24,22-08-24,Closed,2.0,2,
BUG-0234,Database incorrect detected,Database module shows incorrect during normal usage causing functional impact.,High,P2,Database,dev_bob,qa_john,21-08-24,29-08-24,Closed,8.0,0,
BUG-0235,Payment misaligned detected,Payment module shows misaligned during normal usage causing functional impact.,Medium,P2,Payment,dev_charlie,qa_sarah,22-08-24,,Open,,0,
BUG-0236,API typo detected,API module shows typo during normal usage causing functional impact.,Low,P4,API,dev_diana,qa_john,23-08-24,01-09-24,Closed,9.0,0,
BUG-0237,UI data loss detected,UI module shows data loss during normal usage causing functional impact.,Critical,P1,UI,dev_evan,qa_shivani,24-08-24,29-08-24,Closed,5.0,0,
BUG-0238,Dashboard broken detected,Dashboard module shows broken during normal usage causing functional impact.,High,P2,Dashboard,dev_alice,qa_shivani,25-08-24,,Open,,0,
BUG-0239,Reporting glitch detected,Reporting module shows glitch during normal usage causing functional impact.,Medium,P2,Reporting,dev_bob,qa_mike,26-08-24,29-08-24,Closed,3.0,0,
BUG-0240,Notification suggestion detected,Notification module shows suggestion during normal usage causing functional impact.,Low,P4,Notification,dev_charlie,qa_mike,27-08-24,01-09-24,Closed,5.0,0,
BUG-0241,Authentication crash detected,Authentication module shows crash during normal usage causing functional impact.,Critical,P0,Authentication,dev_alice,qa_sarah,28-08-24,,Open,,0,
BUG-0242,Database failed detected,Database module shows failed during normal usage causing functional impact.,High,P2,Database,dev_bob,qa_john,29-08-24,05-09-24,Closed,7.0,0,
BUG-0243,Payment problem detected,Payment module shows problem during normal usage causing functional impact.,Medium,P2,Payment,dev_charlie,qa_sarah,30-08-24,04-09-24,Closed,5.0,0,
BUG-0244,API minor detected,API module shows minor during normal usage causing functional impact.,Low,P4,API,dev_diana,qa_john,31-08-24,,Open,,0,
BUG-0245,UI vulnerability detected,UI module shows vulnerability during normal usage causing functional impact.,Critical,P1,UI,dev_evan,qa_shivani,01-09-24,04-09-24,Closed,3.0,0,
BUG-0246,Dashboard error detected,Dashboard module shows error during normal usage causing functional impact.,High,P2,Dashboard,dev_alice,qa_shivani,02-09-24,06-09-24,Closed,4.0,0,
BUG-0247,Reporting issue detected,Reporting module shows issue during normal usage causing functional impact.,Medium,P2,Reporting,dev_bob,qa_mike,03-09-24,,Open,,0,
BUG-0248,Notification cosmetic detected,Notification module shows cosmetic during normal usage causing functional impact.,Low,P4,Notification,dev_charlie,qa_sarah,04-09-24,10-09-24,Closed,6.0,0,
BUG-0249,Authentication service down detected,Authentication module shows service down during normal usage causing functional impact.,Critical,P0,Authentication,dev_alice,qa_mike,05-09-24,07-09-24,Closed,2.0,1,
BUG-0250,Database not working detected,Database module shows not working during normal usage causing functional impact.,High,P2,Database,dev_bob,qa_john,06-09-24,,Open,,0,
BUG-0251,Payment slow detected,Payment module shows slow during normal usage causing functional impact.,Medium,P2,Payment,dev_charlie,qa_sarah,07-09-24,11-09-24,Closed,4.0,1,
BUG-0252,API spelling detected,API module shows spelling during normal usage causing functional impact.,Low,P4,API,dev_diana,qa_john,08-09-24,19-09-24,Closed,11.0,0,
BUG-0253,UI security breach detected,UI module shows security breach during normal usage causing functional impact.,Critical,P1,UI,dev_evan,qa_shivani,09-09-24,,Open,,0,
BUG-0254,Dashboard incorrect detected,Dashboard module shows incorrect during normal usage causing functional impact.,High,P2,Dashboard,dev_alice,qa_shivani,10-09-24,14-09-24,Closed,4.0,0,
BUG-0255,Reporting misaligned detected,Reporting module shows misaligned during normal usage causing functional impact.,Medium,P2,Reporting,dev_bob,qa_mike,11-09-24,18-09-24,Closed,7.0,1,
BUG-0256,Notification typo detected,Notification module shows typo during normal usage causing functional impact.,Low,P4,Notification,dev_charlie,qa_mike,12-09-24,,Open,,0,
BUG-0257,Authentication data loss detected,Authentication module shows data loss during normal usage causing functional impact.,Critical,P0,Authentication,dev_alice,qa_sarah,13-09-24,16-09-24,Closed,3.0,0,
BUG-0258,Database broken detected,Database module shows broken during normal usage causing functional impact.,High,P2,Database,dev_bob,qa_john,14-09-24,19-09-24,Closed,5.0,0,
BUG-0259,Payment glitch detected,Payment module shows glitch during normal usage causing functional impact.,Medium,P2,Payment,dev_charlie,qa_sarah,15-09-24,,Open,,0,
BUG-0260,API suggestion detected,API module shows suggestion during normal usage causing functional impact.,Low,P4,API,dev_diana,qa_john,16-09-24,23-09-24,Closed,7.0,0,
BUG-0261,UI crash detected,UI module shows crash during normal usage causing functional impact.,Critical,P1,UI,dev_evan,qa_shivani,17-09-24,19-09-24,Closed,2.0,1,
BUG-0262,Dashboard failed detected,Dashboard module shows failed during normal usage causing functional impact.,High,P2,Dashboard,dev_alice,qa_shivani,18-09-24,,Open,,0,
BUG-0263,Reporting problem detected,Reporting module shows problem during normal usage causing functional impact.,Medium,P2,Reporting,dev_bob,qa_mike,19-09-24,27-09-24,Closed,8.0,0,
BUG-0264,Notification minor detected,Notification module shows minor during normal usage causing functional impact.,Low,P4,Notification,dev_charlie,qa_shivani,20-09-24,27-09-24,Closed,7.0,0,
BUG-0265,Authentication vulnerability detected,Authentication module shows vulnerability during normal usage causing functional impact.,Critical,P0,Authentication,dev_alice,qa_sarah,21-09-24,,Open,,0,
BUG-0266,Database error detected,Database module shows error during normal usage causing functional impact.,High,P2,Database,dev_bob,qa_john,22-09-24,25-09-24,Closed,3.0,0,
BUG-0267,Payment issue detected,Payment module shows issue during normal usage causing functional impact.,Medium,P2,Payment,dev_charlie,qa_sarah,23-09-24,01-10-24,Closed,8.0,0,
BUG-0268,API cosmetic detected,API module shows cosmetic during normal usage causing functional impact.,Low,P4,API,dev_diana,qa_john,24-09-24,,Open,,0,
BUG-0269,UI service down detected,UI module shows service down during normal usage causing functional impact.,Critical,P1,UI,dev_evan,qa_shivani,25-09-24,28-09-24,Closed,3.0,0,
BUG-0270,Dashboard not working detected,Dashboard module shows not working during normal usage causing functional impact.,High,P2,Dashboard,dev_alice,qa_shivani,26-09-24,29-09-24,Closed,3.0,1,
BUG-0271,Reporting slow detected,Reporting module shows slow during normal usage causing functional impact.,Medium,P2,Reporting,dev_bob,qa_shivani,27-09-24,,Open,,0,
BUG-0272,Notification spelling detected,Notification module shows spelling during normal usage causing functional impact.,Low,P4,Notification,dev_charlie,qa_mike,28-09-24,11-10-24,Closed,13.0,0,
BUG-0273,Authentication security breach detected,Authentication module shows security breach during normal usage causing functional impact.,Critical,P0,Authentication,dev_alice,qa_sarah,29-09-24,30-09-24,Closed,1.0,0,
BUG-0274,Database incorrect detected,Database module shows incorrect during normal usage causing functional impact.,High,P2,Database,dev_bob,qa_john,30-09-24,,Open,,0,
BUG-0275,Payment misaligned detected,Payment module shows misaligned during normal usage causing functional impact.,Medium,P2,Payment,dev_charlie,qa_sarah,01-10-24,07-10-24,Closed,6.0,0,
BUG-0276,API typo detected,API module shows typo during normal usage causing functional impact.,Low,P4,API,dev_diana,qa_john,02-10-24,14-10-24,Closed,12.0,0,
BUG-0277,UI data loss detected,UI module shows data loss during normal usage causing functional impact.,Critical,P1,UI,dev_evan,qa_shivani,03-10-24,,Open,,0,
BUG-0278,Dashboard broken detected,Dashboard module shows broken during normal usage causing functional impact.,High,P2,Dashboard,dev_alice,qa_shivani,04-10-24,11-10-24,Closed,7.0,0,
BUG-0279,Reporting glitch detected,Reporting module shows glitch during normal usage causing functional impact.,Medium,P2,Reporting,dev_bob,qa_sarah,05-10-24,09-10-24,Closed,4.0,0,
BUG-0280,Notification suggestion detected,Notification module shows suggestion during normal usage causing functional impact.,Low,P4,Notification,dev_charlie,qa_mike,06-10-24,,Open,,0,
BUG-0281,Authentication crash detected,Authentication module shows crash during normal usage causing functional impact.,Critical,P0,Authentication,dev_alice,qa_sarah,07-10-24,10-10-24,Closed,3.0,1,
BUG-0282,Database failed detected,Database module shows failed during normal usage causing functional impact.,High,P2,Database,dev_bob,qa_john,08-10-24,15-10-24,Closed,7.0,0,
BUG-0283,Payment problem detected,Payment module shows problem during normal usage causing functional impact.,Medium,P2,Payment,dev_charlie,qa_shivani,09-10-24,,Open,,0,
BUG-0284,API minor detected,API module shows minor during normal usage causing functional impact.,Low,P4,API,dev_diana,qa_john,10-10-24,24-10-24,Closed,14.0,0,
BUG-0285,UI vulnerability detected,UI module shows vulnerability during normal usage causing functional impact.,Critical,P1,UI,dev_evan,qa_shivani,11-10-24,16-10-24,Closed,5.0,1,
BUG-0286,Dashboard error detected,Dashboard module shows error during normal usage causing functional impact.,High,P2,Dashboard,dev_alice,qa_shivani,12-10-24,,Open,,0,
BUG-0287,Reporting issue detected,Reporting module shows issue during normal usage causing functional impact.,Medium,P2,Reporting,dev_bob,qa_mike,13-10-24,21-10-24,Closed,8.0,0,
BUG-0288,Notification cosmetic detected,Notification module shows cosmetic during normal usage causing functional impact.,Low,P4,Notification,dev_charlie,qa_mike,14-10-24,27-10-24,Closed,13.0,0,
BUG-0289,Authentication service down detected,Authentication module shows service down during normal usage causing functional impact.,Critical,P0,Authentication,dev_alice,qa_sarah,15-10-24,,Open,,0,
BUG-0290,Database not working detected,Database module shows not working during normal usage causing functional impact.,High,P2,Database,dev_bob,qa_john,16-10-24,22-10-24,Closed,6.0,0,
BUG-0291,Payment slow detected,Payment module shows slow during normal usage causing functional impact.,Medium,P2,Payment,dev_charlie,qa_mike,17-10-24,21-10-24,Closed,4.0,0,
BUG-0292,API spelling detected,API module shows spelling during normal usage causing functional impact.,Low,P4,API,dev_diana,qa_john,18-10-24,,Open,,0,
BUG-0293,UI security breach detected,UI module shows security breach during normal usage causing functional impact.,Critical,P1,UI,dev_evan,qa_sarah,19-10-24,21-10-24,Closed,2.0,0,
BUG-0294,Dashboard incorrect detected,Dashboard module shows incorrect during normal usage causing functional impact.,High,P2,Dashboard,dev_alice,qa_john,20-10-24,27-10-24,Closed,7.0,1,
BUG-0295,Reporting misaligned detected,Reporting module shows misaligned during normal usage causing functional impact.,Medium,P2,Reporting,dev_bob,qa_mike,21-10-24,,Open,,0,
BUG-0296,Notification typo detected,Notification module shows typo during normal usage causing functional impact.,Low,P4,Notification,dev_charlie,qa_mike,22-10-24,01-11-24,Closed,10.0,0,
BUG-0297,Authentication data loss detected,Authentication module shows data loss during normal usage causing functional impact.,Critical,P0,Authentication,dev_alice,qa_sarah,23-10-24,26-10-24,Closed,3.0,0,
BUG-0298,Database broken detected,Database module shows broken during normal usage causing functional impact.,High,P2,Database,dev_bob,qa_john,24-10-24,,Open,,0,
BUG-0299,Payment glitch detected,Payment module shows glitch during normal usage causing functional impact.,Medium,P2,Payment,dev_charlie,qa_sarah,25-10-24,31-10-24,Closed,6.0,0,
BUG-0300,API suggestion detected,API module shows suggestion during normal usage causing functional impact.,Low,P4,API,dev_diana,qa_john,26-10-24,31-10-24,Closed,5.0,0,
BUG-0301,Login button overlaps footer on small screens,On devices with screen width below 360px the login button overlaps the footer links. This does not block login but affects UI clarity on older Android phones.,Medium,P3,UI,dev_alice,qa_shivani,02-12-25,11-12-25,Closed,9.0,0,
BUG-0302,Delayed OTP email delivery during peak hours,OTP emails sometimes arrive after 40–60 seconds during peak login times. Users can still authenticate but experience confusion.,Medium,P3,Notification,dev_bob,qa_mike,04-12-25,15-12-25,Closed,11.0,0,
BUG-0303,Password visibility icon misaligned,The eye icon in the password field is slightly misaligned on Firefox browser. Functional behavior is correct.,Low,P3,UI,dev_charlie,qa_shivani,06-12-25,,Open,,0,
BUG-0304,Payment confirmation text truncated,Payment success message gets cut off on smaller screens. Users can still see transaction status in history.,Medium,P3,Payment,dev_diana,qa_shivani,07-12-25,17-12-25,Closed,10.0,0,
BUG-0305,API returns extra whitespace in response fields,Some API responses contain leading spaces in string fields. This does not break functionality but affects formatting.,Low,P3,API,dev_evan,qa_mike,09-12-25,16-12-25,Closed,7.0,0,
BUG-0306,Session timeout warning not displayed,Users are logged out after inactivity without seeing the session timeout warning popup. Logout still works correctly.,Medium,P3,Authentication,dev_alice,qa_sarah,11-12-25,16-12-25,Closed,5.0,0,
BUG-0307,Dashboard chart legend overlaps graph,Legend text overlaps bar chart when viewing reports with more than 8 categories. Data remains accurate.,Medium,P3,Dashboard,dev_bob,qa_shivani,13-12-25,,Open,,0,
BUG-0308,Exported reports default to wrong date format,Downloaded CSV reports use MM-DD-YYYY instead of YYYY-MM-DD. This causes minor confusion for users.,Low,P3,Reporting,dev_charlie,qa_mike,14-12-25,25-12-25,Closed,11.0,0,
BUG-0309,Notification badge count not refreshing,Notification count does not update until page refresh. Clicking notifications still works.,Medium,P3,Notification,dev_diana,qa_mike,16-12-25,27-12-25,Closed,11.0,0,
BUG-0310,Search input loses focus after typing,Cursor focus is lost after entering 3–4 characters in dashboard search. User can click again and continue.,Medium,P3,Dashboard,dev_evan,qa_shivani,18-12-25,,Open,,0,
BUG-0311,Database logs show redundant warnings,Application logs contain repeated non-critical database warnings. No impact on performance or data.,Low,P3,Database,dev_alice,qa_sarah,20-12-25,25-12-25,Closed,5.0,0,
BUG-0312,Remember me checkbox not retained,The remember me option is not saved after browser refresh. Login still functions normally.,Medium,P3,Authentication,dev_bob,qa_sarah,22-12-25,02-01-26,Closed,11.0,0,
BUG-0313,Tooltip text overlaps icons,Help tooltip overlaps nearby icons on hover. Content is readable but UI looks cluttered.,Low,P3,UI,dev_charlie,qa_shivani,24-12-25,,Open,,0,
BUG-0314,Payment history loads slowly for old accounts,Users with more than 2 years of payment data see slower load times. Data eventually loads correctly.,Medium,P3,Payment,dev_diana,qa_sarah,26-12-25,01-01-26,Closed,6.0,0,
BUG-0315,API error message lacks error code,Some API failures return messages without error codes. Debugging becomes slightly harder.,Low,P3,API,dev_evan,qa_john,28-12-25,02-01-26,Closed,5.0,0,
BUG-0316,Incorrect icon shown for PDF reports,PDF report downloads display CSV icon instead of PDF icon. File content is correct.,Low,P3,Reporting,dev_alice,qa_john,30-12-25,03-01-26,Closed,4.0,0,
BUG-0317,Notification sound plays twice,Notification alert sound plays twice when multiple tabs are open. Notification itself is correct.,Medium,P3,Notification,dev_bob,qa_mike,02-01-26,,Open,,0,
BUG-0318,Dashboard filters reset on page reload,Applied filters are lost when user refreshes dashboard page. Data reloads correctly.,Medium,P3,Dashboard,dev_charlie,qa_shivani,04-01-26,12-01-26,Closed,8.0,0,
BUG-0319,Login error message grammar issue,Login failure message has minor grammatical error. Functionality is unaffected.,Low,P3,Authentication,dev_diana,qa_sarah,06-01-26,13-01-26,Closed,7.0,0,
BUG-0320,Database backup status not updated instantly,Backup status takes few minutes to reflect latest run. Backup process itself works fine.,Medium,P3,Database,dev_evan,qa_john,08-01-26,14-01-26,Closed,6.0,0,
BUG-0321,Pagination buttons misaligned on Safari,Next and Previous buttons appear slightly misaligned on Safari browser only.,Low,P3,UI,dev_alice,qa_john,10-01-26,,Open,,0,
BUG-0322,Payment retry button not highlighted,Retry payment button does not highlight on hover. Button click still works.,Low,P3,Payment,dev_bob,qa_sarah,12-01-26,21-01-26,Closed,9.0,1,
BUG-0323,API response time slightly higher on weekends,Average API response time increases by 300ms on weekends. Still within acceptable limits.,Medium,P3,API,dev_charlie,qa_john,14-01-26,23-01-26,Closed,9.0,0,
BUG-0324,Report column headers not sticky,Column headers scroll out of view in long reports. Data remains accessible.,Low,P3,Reporting,dev_diana,qa_mike,16-01-26,,Open,,0,
BUG-0325,Notification preferences page scroll glitch,Page jumps to top when toggling notification preferences. Settings still save correctly.,Medium,P3,Notification,dev_evan,qa_mike,18-01-26,29-01-26,Closed,11.0,0,
BUG-0326,Dashboard tooltip delay noticeable,Tooltip appears after noticeable delay when hovering over metrics. Does not affect data.,Low,P3,Dashboard,dev_alice,qa_shivani,20-01-26,29-01-26,Closed,9.0,0,
BUG-0327,Login page background image blurry,Background image appears slightly blurred on high-resolution displays. Login remains usable.,Low,P3,Authentication,dev_bob,qa_sarah,22-01-26,,Open,,0,
BUG-0328,Database query logs missing timestamps,Some database logs are missing timestamps making traceability harder. No data loss.,Medium,P3,Database,dev_charlie,qa_john,24-01-26,03-02-26,Closed,10.0,0,
BUG-0329,Payment success page scrolls automatically,Page scrolls down automatically after payment success. Users can scroll back manually.,Low,P3,Payment,dev_diana,qa_mike,26-01-26,01-02-26,Closed,6.0,0,
BUG-0330,API documentation link outdated,Help section points to an outdated API documentation link. API itself is unaffected.,Low,P3,API,dev_evan,qa_john,28-01-26,08-02-26,Closed,11.0,0,
BUG-0331,Report download progress bar freezes briefly,Progress bar freezes at 90% for few seconds before completing download.,Medium,P3,Reporting,dev_alice,qa_mike,30-01-26,,Open,,0,
BUG-0332,Notification bell icon slightly pixelated,Icon appears pixelated on retina displays. Notification functionality works.,Low,P3,Notification,dev_bob,qa_mike,01-02-26,09-02-26,Closed,8.0,0,
BUG-0333,Dashboard default view resets after logout,Preferred dashboard view is not retained after logout. User can reselect view.,Medium,P3,Dashboard,dev_charlie,qa_shivani,03-02-26,12-02-26,Closed,9.0,1,
BUG-0334,Login captcha refresh button small,Captcha refresh icon is too small on mobile devices. Captcha still refreshes.,Low,P3,Authentication,dev_diana,qa_john,05-02-26,,Open,,0,
BUG-0335,Database index warning on startup,Non-critical index warning appears during startup logs. No performance degradation noticed.,Medium,P3,Database,dev_evan,qa_john,07-02-26,14-02-26,Closed,7.0,0,
BUG-0336,Payment currency symbol spacing issue,Extra space appears between currency symbol and amount. Amount calculation is correct.,Low,P3,Payment,dev_alice,qa_mike,09-02-26,15-02-26,Closed,6.0,0,
BUG-0337,API returns null for optional fields,Optional fields sometimes return null instead of empty string. Clients handle it safely.,Low,P3,API,dev_bob,qa_john,11-02-26,,Open,,0,
BUG-0338,Report table rows highlight incorrectly,Row highlight persists after mouse leaves table. Visual issue only.,Medium,P3,Reporting,dev_charlie,qa_mike,13-02-26,20-02-26,Closed,7.0,0,
BUG-0339,Notification preview text truncated,Preview text cuts off after 20 characters instead of 30. Full message opens correctly.,Low,P3,Notification,dev_diana,qa_mike,15-02-26,26-02-26,Closed,11.0,0,
BUG-0340,Dashboard refresh icon not animated,Refresh icon does not animate during reload. Data still refreshes.,Low,P3,Dashboard,dev_evan,qa_mike,17-02-26,,Open,,0,
